stime,mode,size,color,date,pool,author,dbid,num,text
1293.66600,1,25,16777215,1714392985,0,e092f36f,1571201257224634368,9,@问界
133.60900,1,25,16777215,1714392504,0,352a1ad5,1571197224417762304,9,哈哈哈哈
602.47600,1,25,16777215,1714392435,0,ab20a05b,1571196642089079808,9,排了气就不是量产状态
339.53900,1,25,15138834,1714392365,0,ddf2d5a7,1571196053594965504,9,雷子可太懂营销了
1220.02500,1,25,16777215,1714392172,0,8f40486e,1571194439215423488,9,“接着往下刷”
1290.55700,1,25,16777215,1714391849,0,88b5f0be,1571191730919813120,9,M7
889.38700,1,25,16777215,1714391820,0,8f40486e,1571191481686106112,9,真的别跑
2131.15500,1,25,16777215,1714391647,0,f54d912d,1571190030549372928,9,一直在提示啊哈哈哈哈哈
1802.19500,1,25,16777215,1714391478,0,f54d912d,1571188614418102528,9,你还笑！！
1391.89700,1,25,16777215,1714391463,0,5f6f1df0,1571188486894491392,9,确实没伤太多
1737.68300,1,25,16777215,1714391429,0,f54d912d,1571188202176715520,9,真人版碰撞测试
45.23300,1,25,16777215,1714391104,0,5f6f1df0,1571185478353499392,9,百家争鸣
347.65900,1,25,16777215,1714390906,0,ec91150b,1571183820395707392,9,雷总的人格魅力
190.05000,1,25,16777215,1714390659,0,dfe35b35,1571181741329363712,9,保证公司？
1297.37900,1,25,16777215,1714389069,0,73865db,1571168408484262400,9,M7牛逼
12.08100,1,25,16777215,1714389057,0,7c18ca5d,1571168302921946368,9,666
131.39100,1,25,16777215,1714388657,0,6b9c720f,1571164947780958976,9,银河首撞
243.69500,1,25,16777215,1714388651,0,b7e394de,1571164902742238464,9,上海堡垒太强了 出不去
871.85200,1,25,16777215,1714388164,0,868df91e,1571160816407832832,9,0\]、
140.59700,1,25,16777215,1714388070,0,b04527f3,1571160030227814144,9,故意的吧
6.05900,1,25,16777215,1714386388,0,ddf6792e,1571145912871330560,9,菜就是菜
139.41200,1,25,16777215,1714386210,0,dddba121,1571144423222541312,9,太笨了
490.49100,1,25,16777215,1714385994,0,8a7ce904,1571142609982956544,9,没有
454.68600,1,25,16777215,1714385932,0,9bea8cac,1571142089973348864,9,高速这个成绩很好啊
47.41900,1,25,16777215,1714385098,0,1048f09a,1571135094427966976,9,为啥普通轿车去赛车场实验
223.48900,1,25,16777215,1714383869,0,e5fd5712,1571124785659205632,9,车主怒赚一万
157.08500,1,25,16777215,1714383803,0,e5fd5712,1571124228990877440,9,900万播放
1293.48500,1,25,16777215,1714383424,0,dee9b16e,1571121049993986304,9,4月29看到能开门
932.09900,1,25,16777215,1714383402,0,86033c70,1571120867088775424,9,极品飞车 
1.89600,1,25,16646914,1714383125,0,93878f40,1571118547831409664,9,话说我已经看到近百个，全国“首”撞了
1883.71500,1,25,16777215,1714382802,0,52754f2e,1571115832313246208,9,梭哈了
1707.22200,1,25,16777215,1714382621,0,52754f2e,1571114316743414016,9,55公里足够撞死人了
98.51900,1,25,16777215,1714382398,0,c4d39299,1571112449095334656,9,掌握了流量密码
1454.27000,1,25,16777215,1714382339,0,52754f2e,1571111953135655424,9,刹车皮磨没了
1305.19700,1,25,16777215,1714382226,0,52754f2e,1571110999325572608,9,严谨真诚
2.77900,1,25,16777215,1714381963,0,dc9a539e,1571108792861472000,9,刚刚看完m7视频来的。
2234.42300,1,25,16777215,1714381753,0,285f280d,1571107031967084032,9,保时捷
2449.35100,1,25,16777215,1714381672,0,198c205d,1571106359057912320,9,31万的前提是车没了，这实际是1W+修车费
1055.61900,1,25,16777215,1714381110,0,52754f2e,1571101642932200960,9,在这里停下就没流量了
1666.10000,1,25,16777215,1714380247,0,bd9a1575,1571094405274685696,9,抱歉su7算轻的了
2152.50100,1,25,16777215,1714380093,0,8af0a86a,1571093112406040576,9,家用来说，这个极其保守是好事情
1293.41400,1,25,16777215,1714379983,0,82acd7f7,1571092190766373376,9,你撞水泥墩试试
2338.24700,1,25,16777215,1714379957,0,bc8cc7eb,1571091969751783680,9,666
100.11500,1,25,16777215,1714379772,0,82acd7f7,1571090413564382464,9,你是在测试
3.33900,1,25,16777215,1714378636,0,9fde1338,1571080885061999104,9,他未必是好车，但绝对是个高级手机
245.60200,1,25,16777215,1714378305,0,cfbac60d,1571078107962699264,9,开这车带头盔那不买了
102.39400,1,25,16777215,1714378142,0,cfbac60d,1571076741768843520,9,缓冲区
52.44300,1,25,16777215,1714378087,0,cfbac60d,1571076279506390016,9,百万推广
1284.26700,1,25,16777215,1714378014,0,a2da9dcb,1571075670954906880,9,原来能打开门真的很重要
1612.17500,1,25,16777215,1714377729,0,7e66b120,1571073281057341184,9,没开赛道模式，别人刷的11秒
596.92000,1,25,16777215,1714377309,0,f8deee03,1571069754276663296,9,你就说快不快吧
222.78600,1,25,16777215,1714377145,0,9a9193be,1571068382227694336,9,难道你是吕布？
147.12500,1,25,16777215,1714377070,0,9a9193be,1571067747763676416,9,居然不是小米14U？
1866.05000,1,25,9033215,1714376791,0,50ac3d9d,1571065411410350080,9,张弛现实版
582.57900,1,25,16777215,1714376669,0,7e66b120,1571064384233515264,9,伏笔
348.22400,1,25,16777215,1714375810,0,5b0dfee7,1571057180986562816,9,长城炮
1270.80500,1,25,16777215,1714374052,0,87991125,1571042433671066368,9,为什么副驾驶也弹了
286.86700,1,25,16777215,1714373978,0,5e10df68,1571041816680583168,9,哈哈
42.30200,1,25,16777215,1714373854,0,2ddbc7b,1571040775150809344,9,唐主
1109.95400,1,25,16777215,1714373833,0,1a2e76f1,1571040596179893248,9,哈哈哈，这不就是后面补的还不明显忙
90.87200,1,25,16777215,1714373713,0,e774c6e7,1571039587013526528,9,你是会玩流量的
147.81500,1,25,16777215,1714372591,0,8d195eac,1571030180045230848,9,优秀的设计心心相印
143.86600,5,25,15138834,1714372320,0,869c747f,1571027906816130560,9,呼应上了
119.37900,1,25,16777215,1714372087,0,7f2cb83e,1571025950173696512,9,助力千万播放
1285.67300,1,25,16777215,1714371357,0,cd13c957,1571019823696304640,9,冥界M7打不开
1583.34000,1,25,16777215,1714370616,0,cdf9b682,1571013611403610112,9,那为啥呢
141.31200,1,25,16777215,1714370446,0,6ed4e8c8,1571012186397129984,9,小米上海堡垒
1303.33600,1,25,16777215,1714370336,0,cdf9b682,1571011261771188480,9,撞得不厉害呀，否则
2431.65000,5,25,16777215,1714369792,0,24e03003,1571006700633235968,9,修好了再来一次是吧
732.66500,1,25,16777215,1714369765,0,cdf9b682,1571006475055607808,9,看人呀，司机很重要
2364.05000,5,25,16777215,1714369712,0,24e03003,1571006030023165184,9,我老婆生孩子
7.40000,1,25,16777215,1714369010,0,7c60fdc2,1571000137998992384,9,降窗户了
267.14200,1,25,16777215,1714368976,0,47b7f849,1570999855361731328,9,好看呵呵
2204.93200,1,25,16777215,1714368801,0,82c2e3ed,1570998382280071424,9,老公我爱你！
1390.46200,1,25,16777215,1714368705,0,d1a3bec1,1570997582334065152,9,小米质量真的可以
2101.88500,5,25,16777215,1714368612,0,24e03003,1570996797948629504,9,这么说你很懂哦
1999.35700,5,25,16777215,1714368509,0,24e03003,1570995937990576896,9,G8
1914.06200,5,25,16777215,1714368424,0,24e03003,1570995222627209984,9,59分跟60分的区别
1806.23700,5,25,16777215,1714368316,0,24e03003,1570994318293255680,9,原来你知道呀
1787.22900,5,25,16777215,1714368297,0,24e03003,1570994158632880384,9,全都是征兆
1736.70700,5,25,16777215,1714368247,0,24e03003,1570993734831725824,9,谁家鹅叫
177.08500,1,25,16777215,1714368053,0,e072f5b1,1570992113640843008,9,换车开
1499.46400,5,25,16777215,1714368009,0,24e03003,1570991744928420608,9,亿点点
1481.59200,5,25,16777215,1714367991,0,24e03003,1570991594838962688,9,你这开了多少圈
1414.47600,5,25,16777215,1714367924,0,24e03003,1570991031947021056,9,菜就多练
1393.72800,5,25,16777215,1714367887,0,24e03003,1570990717264951296,9,99新
1343.61800,5,25,16777215,1714367837,0,24e03003,1570990296953808896,9,故意的是吧
1310.39500,5,25,16777215,1714367803,0,24e03003,1570990018175110400,9,《没逝》
1295.09000,5,25,16777215,1714367788,0,24e03003,1570989889821275648,9,嬉皮笑脸
47.67900,1,25,16777215,1714367769,0,ff8ed5d5,1570989733029773312,9,有热点全来蹭了
41.25800,1,25,16777215,1714367729,0,ff8ed5d5,1570989393131482112,9,新闻学开始发力了
1232.05300,5,25,16777215,1714367725,0,24e03003,1570989361103712512,9,保护自己
1196.62700,5,25,16777215,1714367690,0,24e03003,1570989064071884032,9,隔壁已经1分9了
350.17900,1,25,16777215,1714367624,0,c2c7a6ce,1570988516396323840,9,活在梦里
1981.39500,1,25,16777215,1714367612,0,decef526,1570988414399221248,9,OTA解决问题
1652.13900,1,25,16777215,1714367588,0,cee0c079,1570988211948413184,9,看不懂
1084.28800,5,25,16777215,1714367577,0,24e03003,1570988121644962816,9,bug叠满
1038.68500,1,25,16777215,1714367532,0,24e03003,1570987739174890496,9,《收工》
412.25900,1,25,16777215,1714367150,0,107df31f,1570984538576819456,9,给我小爱叫出来了
2063.37700,1,25,16777215,1714366879,0,27d94791,1570982259501367040,9,车速
488.13900,1,25,16777215,1714366784,0,cee0c079,1570981468388554496,9,帅
1958.58000,1,25,16777215,1714366518,0,95965d15,1570979234795794176,9,机械的靠谱些
1918.76600,1,25,16777215,1714366478,0,95965d15,1570978899763288064,9,机械靠谱
1885.55800,1,25,16777215,1714366445,0,95965d15,1570978621336875776,9,很难理解 以这种方式提车
497.53300,1,25,16777215,1714366437,0,ea474eac,1570978559168658688,9,已经结束啦
1797.16700,1,25,16777215,1714366314,0,95965d15,1570977522663995648,9,你都已经知道皮快没了，哈哈，，你就是想提人家这车
1643.97500,1,25,16777215,1714366132,0,95965d15,1570975993127113728,9,原来是刹车片没了
1530.90500,1,25,16777215,1714366018,0,95965d15,1570975043427791360,9,车重
1490.32800,1,25,16777215,1714365978,0,95965d15,1570974703923788288,9,还是机械靠谱
1471.54500,1,25,16777215,1714365959,0,95965d15,1570974546184876544,9,所以还是机械的靠谱
1311.34500,1,25,16777215,1714365797,0,95965d15,1570973184822477568,9,原来你是靠这样提前提上小米SU7的，哈哈哈哈
1122.45500,1,25,16777215,1714365584,0,95965d15,1570971402612297984,9,1.5T思域啊，，，，
517.16300,1,25,16777215,1714365420,0,53ff3b8f,1570970020320860160,9,急加速16次，最高时速172
1289.97200,1,25,16777215,1714365267,0,bdb5bffe,1570968740739478528,9,某界现在不敢说话了
1200.00800,1,25,16777215,1714364664,0,1137d7f1,1570963682484247808,9,奖池正在累积
667.37000,1,25,16777215,1714364608,0,bdb5bffe,1570963213007624192,9,小米还真是世界先进制造能力，别当小丑了哥
994.30200,1,25,16777215,1714364511,0,1137d7f1,1570962403087478784,9,屏幕警告伏笔
4.63500,1,25,16777215,1714364482,0,b80db63a,1570962155598426112,9,《你醒啦？》
67.36700,1,25,16777215,1714364450,0,db3600cc,1570961887363974912,9,大片既视感
13.20500,1,25,16777215,1714364279,0,b0e164d1,1570960455822763520,9,谢 特~~~~~~~~~~~~~
2020.17200,1,25,16777215,1714364258,0,ccd548e6,1570960280417422336,9,再极端一点连液压管路也不要了，直接上钢缆，彻底的复古
12.11400,1,25,16777215,1714364159,0,e993e9f6,1570959447772188160,9,？
1977.46200,1,25,16777215,1714364155,0,ccd548e6,1570959415853698048,9,刹车和转向应该是物理连接比较好，就算所有的辅助消失之后，还是可以依靠身体大力出奇迹。
5.15400,1,25,16777215,1714363613,0,3b73c42e,1570954863758960896,9,刹车失灵？
1210.49500,1,25,16777215,1714363495,0,aa3ff98f,1570953873299181824,9,慢车全责（不是）
1835.41400,1,25,16777215,1714362891,0,784404d0,1570948807469206528,9,自动降玻璃，方便逃生和营救
221.68500,1,25,16777215,1714362216,0,ccab2cda,1570943150552529920,9,疯狂立Flag
1878.88600,1,25,16777215,1714361537,0,fdd7f105,1570937447532134144,9,900万播放，斗宗强者恐怖如斯
41.61100,1,25,16777215,1714361497,0,782bdbc9,1570937112071964672,9,这客服来的快啊
143.08700,1,25,16777215,1714361454,0,4e6cfcbc,1570936754625011456,9,唐完了
320.20000,1,25,16777215,1714361256,0,f8914d98,1570935095249121024,9,逃犯肯定不敢开的车
610.41700,1,25,16777215,1714360898,0,6e16d40e,1570932090743447296,9,六安我的家乡
1313.87500,1,25,16777215,1714360752,0,1a73645d,1570930863011608320,9,这车比那个啥遥遥领先强的太多
190.09700,1,25,16777215,1714360686,0,f854e305,1570930309598505984,9,好事
1720.92500,1,25,16777215,1714359951,0,8540b55,1570924143635919872,9,你这是新车啊，刹车片这么快就没了？
1714.24600,1,25,16777215,1714359859,0,f44ca876,1570923375902296064,9,60不低了，高速相对速度60也很少
1115.72100,1,25,16777215,1714359648,0,8540b55,1570921603783513344,9,你这真的不是剧本吗
944.02800,1,25,16777215,1714359562,0,8540b55,1570920883571398656,9,完全是剧本吧
213.02600,1,25,16777215,1714359295,0,b3df035d,1570918648242259456,9,这下是债主了
1226.07100,1,25,16777215,1714358506,0,a1a4c76b,1570912024479743744,9,《保护》
1918.99800,1,25,16777215,1714356817,0,21253f10,1570897857933203712,9,疯狂跑分
1722.51100,1,25,16777215,1714356580,0,21253f10,1570895869497480704,9,细说后台数据
1314.17000,1,25,16777215,1714356129,0,21253f10,1570892084565772032,9,创石版
1221.48100,1,25,16777215,1714356015,0,21253f10,1570891132937000448,9,看到开头的手套了
11.39500,1,25,16777215,1714355882,0,9c4442a,1570890014744015616,9,注意看细节，窗户自动下降
992.43000,1,25,16777215,1714355753,0,21253f10,1570888933787751424,9,摸到了墙
525.55400,1,25,16777215,1714355230,0,21253f10,1570884540715834112,9,卧槽
506.30000,1,25,16777215,1714355191,0,21253f10,1570884216152106496,9,左边一个变形金刚
481.39800,1,25,16777215,1714355143,0,21253f10,1570883815293865984,9,北京小米
405.87600,1,25,16777215,1714355022,0,21253f10,1570882798762816000,9,小爱同学，起飞
2200.18600,1,25,16777215,1714354947,0,4b0e7803,1570882168509660672,9,赛道皮吱吱响 日常不可能用的
301.37300,1,25,16777215,1714354908,0,21253f10,1570881841555248128,9,车是我的了
155.41700,1,25,16777215,1714354759,0,21253f10,1570880596996513280,9,前盖真好看
136.80400,1,25,16777215,1714353129,0,4b0e7803,1570866922046665728,9,伏笔
1823.18700,1,25,16777215,1714351732,0,29717f02,1570855199931835136,9,车窗自动下降，妙啊
1293.77800,1,25,16777215,1714349284,0,743bc07f,1570834662807584768,9,东风拉皮M7打不开门
1822.46200,1,25,16777215,1714343925,0,ee29d4fc,1570789712728230656,9,车窗第一时间下降了
85.41900,1,25,16777215,1714341726,0,3e2e0086,1570771268645625600,9,为了拍个视频真下血本啊
227.89200,1,25,16777215,1714333659,0,3baf3afa,1570703592837607424,9,等会你就是他的义父了、
434.21200,1,25,16777215,1714332413,0,1d2219c2,1570693138233091328,9,20真高。。
394.19500,1,25,16777215,1714331976,0,1a04d7e0,1570689478291358464,9,看这个车，总觉得哪哪不协调
1305.54700,1,25,16777215,1714330111,0,9500518c,1570673830006203136,9,质量确实很好啊
1389.05800,1,25,16777215,1714329955,0,1536c4ea,1570672522347857920,9,撞缓冲墙上再有事那废了
1846.06000,5,25,15138834,1714329895,0,f6f3fab,1570672016338454272,9,这不就是人的问题吗？原因啥的自己都知道，赌徒心理呗
33.38500,1,25,16777215,1714329586,0,9500518c,1570669431045133056,9,比华为的安全性。。。
32.54500,1,25,16777215,1714329570,0,9500518c,1570669290409999616,9,华为关不上门啊
26.02500,1,25,16777215,1714329554,0,9500518c,1570669156016565248,9,对比下某界的安全性真的是差别太明显了
1072.05900,1,25,16777215,1714328927,0,73a1555a,1570663901820252672,9,本来就是为了流量，故意装的车
1285.80100,1,25,16707842,1714328757,0,9f681325,1570662476428038400,9,别吹小米，车电这块买的是华为的，是华为牛笔。。
60.35900,1,25,16777215,1714328428,0,73a1555a,1570659712431725056,9,您的影帝以上线，请注意查收
1307.06500,1,25,16777215,1714327918,0,61a874ec,1570655438075298304,9,小米m7觉得很赞
1912.68800,1,25,16777215,1714327750,0,ac8d700c,1570654024678629888,9,神金 弹幕也一群神金，这不是很正常的想法吗 搞得自己很牛逼似的
336.41900,1,25,16777215,1714327280,0,e89d9fbf,1570650086805876992,9,那是赛博皮卡不能进来
1890.81600,1,25,16777215,1714326747,0,f37d7524,1570645612020594176,9,打麻将也是这样的，听了就不防
178.97900,1,25,16777215,1714326647,0,86b51989,1570644774728576000,9,这么贵
41.01100,1,25,16777215,1714326592,0,722f7bba,1570644314999486464,9,这一段好吵。。
2.66200,1,25,16777215,1714325578,0,ce237ab6,1570635805485985280,9,起码安全气囊打开了
8.70600,4,25,38979,1714324693,0,160d2455,1570628381492568320,9,注意左侧车窗自动下降了！
1894.03400,1,25,16777215,1714323978,0,8008620,1570622387362250496,9,QQ飞车玩家懂这种心态
2.99700,1,25,16777215,1714322870,0,56218642,1570613093221007104,9,吃瓜群众可以从29分开始看
6.85900,1,25,16777215,1714322717,0,db026c23,1570611806693802496,9,问界m7时期回看
1987.00600,1,25,16777215,1714322638,0,fa33c7c,1570611142550953472,9,还在洗
1872.65900,1,25,16777215,1714322518,0,fa33c7c,1570610139130495744,9,赌狗应该能体会
579.47500,1,25,16777215,1714322167,0,f3e4bc19,1570607190333847808,9,'
1552.53200,1,25,16777215,1714322041,0,5da19c1f,1570606132009988352,9,意思不是人问题？就是车的问题？
1295.80600,1,25,16777215,1714321928,0,fa33c7c,1570605188459705344,9,虽然她把我踹了，但她真的很好
1105.65100,1,25,16777215,1714321922,0,9e73d548,1570605138530717952,9,那brz害挺厉害的
2304.11200,1,25,16777215,1714321777,0,6ace1e58,1570603917090383616,9,搞竞技的，一定是这种心态，没毛病
548.06900,1,25,16777215,1714321416,0,5d2e0d98,1570600893231959552,9,已经结束啦
1822.73700,1,25,16777215,1714321286,0,6ace1e58,1570599797436910336,9,经典贪刀（
2451.34700,1,25,16777215,1714321200,0,9d5c2b6e,1570599079673923584,9,我王多鱼投了
202.04600,1,25,16777215,1714320790,0,fa33c7c,1570595640310807808,9,为了买这车煞费苦心啊
20.57900,1,25,16777215,1714320726,0,69921366,1570595101208839168,9,为啥那么多人
356.00800,1,25,16777215,1714320413,0,ac8edd1b,1570592478820710656,9,没啥兴趣，看事故看吹了
1279.29500,1,25,16777215,1714320225,0,da986638,1570590905159732480,9,问界过来学习
2399.00700,1,25,16777215,1714320144,0,5d1525d1,1570590222730121728,9,hhhhhhhh
2294.83500,1,25,16777215,1714320040,0,5d1525d1,1570589347764661760,9,修一修，改改，再来
300.44700,1,25,16777215,1714319331,0,35b6c253,1570583401885644800,9,你上墙后被全国围观
2267.10000,1,25,16777215,1714319105,0,1d03dae1,1570581509935641856,9,001fr是赛道版了，不是民用的001
518.82500,1,25,16777215,1714318874,0,3a06a83f,1570579566857433600,9,也没有差太多，我油车一公里五毛多，也就贵一倍吧
0.00000,1,25,16777215,1714318747,0,7c323587,1570578506738652416,9,隔壁m7门不解锁 窗不降 三条人命。。。
892.60500,1,25,16777215,1714318718,0,5da19c1f,1570578259568407808,9,《够用》
785.20600,1,25,16777215,1714318611,0,5da19c1f,1570577358631627008,9,各种暗示你还不收手
729.92400,1,25,16777215,1714318450,0,5d1525d1,1570576015103924736,9,能撞墙
1909.01600,1,25,16777215,1714318354,0,b9504127,1570575209839296256,9,这一波流量带来的收益可不止30多万了 看似亏 实则赚
244.89700,1,25,16777215,1714318027,0,5da19c1f,1570572464390889984,9,已经结束喇
146.31600,1,25,16777215,1714317929,0,5da19c1f,1570571637659953152,9,暗示了你 你不听
1594.35600,1,25,16777215,1714317903,0,59dc4c8,1570571423095860736,9,献丑了！
482.00900,1,25,16777215,1714317894,0,331fbcd7,1570571348932102912,9,帅麻了
2.09900,1,25,16777215,1714317765,0,f2601e7c,1570570261525515264,9,这一撞的含金量还在上升！
1174.97500,1,25,16777215,1714317762,0,44353489,1570570244068883712,9,这个视频的含金量还在上升，撞后车门可以解锁，车窗下降，气囊弹出，sos及时通话
22.51000,1,25,16777215,1714317682,0,5da19c1f,1570569565044647424,9,ar u ok??
1260.52900,1,25,16777215,1714317646,0,9e01846a,1570569268255519744,9,车窗
789.95800,1,25,16777215,1714317578,0,ff401692,1570568697561857280,9,任何事情都是有预发征兆的
43.59400,1,25,16777215,1714317343,0,331fbcd7,1570566721130180352,9,学新闻学的
83.94000,5,25,16646914,1714317335,0,59ee5e60,1570566654918733568,9,撞一次，把买10辆车的钱都赚回来了
1296.79800,1,25,16777215,1714317314,0,b01caa10,1570566481903682816,9,比华为问界强，追尾都能着火，还把车里3人烧死了
13.91400,1,25,16777215,1714317282,0,331fbcd7,1570566211203487488,9,车载版小爱同学好贴心
35.59300,5,25,16646914,1714317245,0,59ee5e60,1570565905522387456,9,学新闻学的
82.90600,1,25,16777215,1714317019,0,ff401692,1570564003262923776,9,一路走好
751.06300,1,25,16777215,1714316845,0,28463bc8,1570562551824443648,9,包括上墙，想上就上
386.04100,1,25,16777215,1714316828,0,b9504127,1570562408144199680,9,整体带来的收益大于车了吧 总体来说不亏
137.39300,1,25,16777215,1714316720,0,7c457751,1570561496335785472,9,笨手笨脚的
31.46600,1,25,16777215,1714316622,0,2031e6cd,1570560678337823232,9,赚回来了
41.35300,1,25,16777215,1714316374,0,d800f3d2,1570558592594068736,9,雷总赠送一个大逼斗
13.41900,1,25,16777215,1714316207,0,7fcc1b48,1570557194691641088,9,这安全气囊爆炸了？有用吗
22.09100,1,25,16777215,1714316056,0,3a34f3e2,1570555926636037120,9,刚刚自动打开了车窗
14.28700,1,25,16777215,1714315369,0,103dc5d6,1570550166732601344,9,开幕雷击
981.62000,1,25,16777215,1714315354,0,6857f416,1570550041683335424,9,全是伏笔
2.05900,1,25,15138834,1714315102,0,fa818ccb,1570547927913412352,9,左侧车窗开了
784.29400,1,25,16777215,1714315054,0,6857f416,1570547519606460928,9,再次伏笔
554.48200,1,25,16777215,1714314993,0,64a87417,1570547008966835968,9,滑铁卢
126.06200,1,25,16777215,1714314740,0,4ff62fe7,1570544891950402048,9,来了来了，1000+观看
480.48900,1,25,16777215,1714314708,0,6857f416,1570544617852886272,9,伏笔
143.08600,1,25,16777215,1714314370,0,6857f416,1570541787402383360,9,伏笔
1905.45700,1,25,16777215,1714314205,0,b27a0586,1570540398944977408,9,理解
1683.07700,1,25,16777215,1714314141,0,b8d8806,1570539863634600448,9,你要感谢学校 感谢老师~
1295.24700,1,25,16777215,1714314135,0,a7b455f5,1570539812950629120,9,甩
1281.81100,1,25,16777215,1714314079,0,e0c294a5,1570539341309293056,9,M7：????
1410.93700,5,25,16777215,1714313657,0,fb23bc2e,1570535806198848768,9,菜就多练
1380.64100,1,25,16777215,1714313593,0,b8d8806,1570535267566325248,9,美女一手车
1438.29000,1,25,16646914,1714313401,0,649b9203,1570533654940169984,9,撞击时时速多少？
119.21000,1,25,16777215,1714313120,0,f6f8bb8b,1570531296181280256,9,借的车？？？？？？？
39.31500,1,25,16777215,1714312878,0,a7b455f5,1570529266339165696,9,瞄瞄
793.60100,1,25,16777215,1714312829,0,42970935,1570528855356116480,9,已经让你不要跑了
758.83700,1,25,16777215,1714312794,0,42970935,1570528563382211072,9,马上就上    墙了
1867.84700,1,25,16777215,1714312732,0,cacb31b2,1570528041678372608,9,不就是赌徒心态嘛
1.05700,1,25,16777215,1714312722,0,47c3142e,1570527962506671360,9,问界M7撞车时代，回来看两车撞车安全对比
1298.92000,1,25,16777215,1714312641,0,e0c294a5,1570527284698750720,9,比M7强，M7直接打不开
209.01700,1,25,16777215,1714312316,0,42970935,1570524552764055808,9,恭喜揾
20.53300,1,25,16777215,1714311839,0,33f231be,1570520555365460992,9,雷军金凡！
1154.75900,1,25,16777215,1714311384,0,a4e3f111,1570516737567543808,9,这磨损，够U8掉头100次了
11.89900,1,25,16777215,1714311210,0,b60aa387,1570515280113986304,9,m7来看
46.99100,1,25,16777215,1714310899,0,87beee78,1570512667230347776,9,.03
1760.05100,1,25,16777215,1714310709,0,d764cac3,1570511071406498304,9,哈哈这下我是真的笑了
338.94800,1,25,16777215,1714310682,0,9a3493de,1570510851734123264,9,五菱啊
33.54000,1,25,16777215,1714310280,0,7c1ad17c,1570507479287496704,9,哈哈哈 九百万了
425.51900,1,25,16777215,1714310156,0,988cd758,1570506440131689728,9,法盲！最多是10%
1282.22500,1,25,16777215,1714310046,0,464ed732,1570505515187261184,9,但是他气囊炸了
1291.68000,1,25,16777215,1714309889,0,10ac69f5,1570504196363749376,9,问界就打不开门喔！
1301.24500,1,25,16777215,1714309864,0,7b9fbf3c,1570503990045884160,9,问界m7不服
121.28800,1,25,16777215,1714309791,0,d1c16cce,1570503373047156736,9,包贝尔？
1243.71400,1,25,16777215,1714309732,0,7b9fbf3c,1570502878118829568,9,问界m7追尾时代归来
1830.20800,1,25,52480,1714309723,0,f969144f,1570502805507233280,9,车窗nb啊
71.62800,1,25,16777215,1714308826,0,9cb2a714,1570495280674060032,9,su7真好看啊
1283.22900,5,25,16646914,1714308628,0,2e984baa,1570493620618902528,9,轮胎墙
1361.47100,1,25,16777215,1714308569,0,68db9d0a,1570493124113949440,9,还顺走个轮胎
1079.54100,5,25,16776960,1714308407,0,2e984baa,1570491763968309760,9,《没出事之前》
2320.69900,1,25,16777215,1714308320,0,b5418027,1570491034519994880,9,车手上墙不可怕，可怕的是车手照片上墙···
878.54700,1,25,16777215,1714308313,0,b67acf51,1570490971932712448,9,对对对
1823.44100,4,25,16777215,1714308306,0,e7a8bd1d,1570490914864978688,9,撞车之后车窗立马下降了
886.04000,5,25,16776960,1714308204,0,2e984baa,1570490057918485760,9,《出师不利》
793.36400,5,25,16776960,1714308097,0,2e984baa,1570489161285564928,9,《有 刺 客》
13.01900,1,25,16777215,1714307973,0,a79e9414,1570488122633095680,9,这紧急电话速度可以，车窗自动打开，车门自动解锁！
2251.72200,1,25,16777215,1714307959,0,c5960b87,1570488004060309248,9,我太想进步了
545.03000,5,25,16776960,1714307816,0,2e984baa,1570486809220308224,9,《这辈子服务导航结束》
491.01200,5,25,16776960,1714307735,0,2e984baa,1570486130045160192,9,预测会很《胶  灼》
1190.01400,5,25,16646914,1714307453,0,3b1e8495,1570483764583703040,9,要不是拍视频，PS4S不如换个PS5（）
233.08900,5,25,16646914,1714307401,0,2e984baa,1570483325037060864,9,《首战即终战》
147.19400,1,25,16777215,1714307328,0,68db9d0a,1570482710898844160,9,庞士元直呼内行
72.47300,5,25,16646914,1714307170,0,2e984baa,1570481388644676608,9,这撞击力  这才哪儿跟哪儿啊  这属于轻微事故吧
2057.91800,1,25,16777215,1714307116,0,1dfadd83,1570480938176382208,9,民用车
772.90200,1,25,16777215,1714307105,0,1dd66724,1570480845280746496,9,伏笔了
34.00600,5,25,16776960,1714307087,0,2e984baa,1570480687591522560,9,《首  创》
1292.15500,1,25,16777215,1714307061,0,9d0eb8f3,1570480474563217408,9,问界m7
1890.51900,1,25,16777215,1714306790,0,f7ebba0,1570478201183137280,9,所以才说教主NB么（纽北更NB）
40.44100,1,25,16777215,1714306279,0,415fa593,1570473916332368128,9,不会剪别剪
890.58600,1,25,16777215,1714305991,0,314a7efc,1570471497737197568,9,..
2414.66700,1,25,16777215,1714305858,0,588979d1,1570470385818970368,9,堂主牛批，确实有车车手的心
162.28200,1,25,16777215,1714305432,0,de1ef5bd,1570466807868037888,9,有预兆了 孩子
135.60500,1,25,16777215,1714305390,0,2ba71dc4,1570466455538354432,9,服了，这个车总归是以前不求行的国内车企造的。造车质量。。。。。
41.23200,1,25,16777215,1714305342,0,310e3cd,1570466052381649408,9,搁着吵架呢
34.70200,1,25,16777215,1714305065,0,d464a41c,1570463727579305984,9,你故意的
211.56700,5,25,16777215,1714305012,0,cb766bbf,1570463281322315776,9,所以没事别随便立flag
